Word,Count
کسب‌وکارها,1
اقتصاد,2
نارمک,1
وزارت,5
آکادمی,2
خوانندگی,1
پورپروین,1
آرژانتین,2
حافظه,1
کارآموزی,11
دانمارکی,1
RIT,1
برگزار,2
صورتی,7
برسانید,1
راحتی,1
10سال,1
بواسطه,1
شد,1
مادی,1
سایتی,1
متعلق,1
ادعایی,1
مهمترین,2
شخص,1
منتورینگ,1
شگرفتی,1
مواردی,4
Laravel,2
MySQL,5
OOP,8
Api,3
Html,3
Css,8
JavaScript,8
Client,1
Side,1
Programming,2
عزیزانی,1
بگذارنند,1
فراهم,2
فرصتهای,1
قطعی,1
شعبات,1
مینماید,3
منضبط,7
دلسوز,2
کاراموزی,1
اصولی,1
مترو,9
آر,2
تی,2
نسبی,1
تشکیل,1
زنی,1
برگشت,1
بدو,1
منظومه,1
التحصیلان,3
رشته‌ی,1
دبیری,1
آگاه,1
پرورشی,1
تربیتی,2
کارتیمی,2
EPL,1
دوراظهاری,1
اینصورت,1
اختصاص,1
خیابان,13
مطهری,3
دقیقه,1
مفتح,1
ابتدا,2
آژانس,2
هواپیمایی,2
فرانگر,1
ایرلاین,1
نشر,1
کتابراه,1
کتاب‌های,2
انتظارات,2
قواعد,1
نگارشی,1
نویسندگی,1
خلق,1
اولویت‌ها,1
کتاب,3
کتابخوانی,1
مکانی,1
اتوبوس,2
افرادی,3
کار‌آمد,1
انقلاب,1
آژمان,1
حایز,1
ولیعصر,2
طراح,1
معمار,1
تریدی,1
مکس,1
ویری,1
لومیون,1
سلیقه,1
پذیرش,2
نمره,1
آیلتس,3
آکادمیک,1
تافل,3
مادری,1
خودتون,2
بلدید,1
خالیست,1
اطراف,1
C1,1
C2,1
آزمونهای,1
تاژان,1
دارنده,1
شورای,1
انفورماتیک,2
هجده,1
بانکهای,1
ملت,1
سپه,1
کشاورزی,1
سینا,1
ارگان,1
NET,9
Entity,3
Framework,3
GIT,4
طولانی,1
سخت‌کوش,1
تجارب,1
همکار,3
ترجیحاً,1
CleanCoding,1
بهشتی,2
آپادانا,1
مزایایی,1
جاهای,1
کارآیی,1
بالایی,1
میگیرید,1
تری,1
گذراند,1
خصوصیاتی,1
صداقت,2
درستکاری,1
اقناع,1
مخاطب,2
کارهایی,2
آزمایشگاههایی,1
اهل,2
بزرگراه,1
اشرفی,1
اصفهانی,1
باغ,1
فیض,1
تکنیکهای,4
هوشیار,1
شیفتها,1
گردشی,2
رنج,1
تا35,1
وعلوم,1
8میلیون,1
شاپ,2
لوکس,1
لوکیشن,1
سناریوهای,2
Test,5
Case‌های,1
متدهای,2
زارش,1
ریپورت,1
باگ‌ها,1
تونایی,1
باگها,1
سناریوها,1
سرویس‌ها,1
Jira,1
شنود,1
ارزش‌های,4
ثبات,4
بروکراسی,4
چهارراه,5
نمایید,8
ساکنین,4
ترم,4
گرامی,4
خواهشمندیم,4
تاپ,3
تورز,1
انتقاد,1
بورس‌نیوز,1
خبر,1
رشته‌های,2
نیرو,2
بورسی,2
بادقت,1
خبرنگار,1
انعطاف,2
صبر,2
صحرا,1
درجهت,1
صبحانه,2
ناهار,3
رفاهیات,1
دات,1
نت,1
CORE,1
Pattern,5
معماری‌های,1
Agile,4
tfs,1
نقش‌های,1
سازگار,1
استفاده‌,1
HTML,6
CSS,7
باتوجه,1
امریه,1
سربازی,4
Docker,4
DevOps,1
توانمندی‌های,4
HTML5,3
Semantic,1
Processors,1
LESS,1
SASS,2
Responsive,5
Mobile,2
First,1
Data,2
Driven,1
Javascript,3
ES6,5
ES7,1
تجربه‌ی,2
فریمورک‌های,3
Svelte,1
Vue,2
Angular,1
Automation,2
Task,1
Runner,1
Webpack,4
Gulp,1
Grunt,1
Parcel,1
کانسپت,1
Functional,1
Unit,5
e2e,1
Tests,3
Controlling,3
Systems,3
یادگیرنده,2
برنامه‌نویسان,3
Go,1
Standard,1
Libraryهای,1
کانسپت‌های,2
gRPC,2
IoC,2
DI,2
SOLID,3
MicroServices,2
SOA,2
RESTful,5
HTTP,2
i18n,2
BDD,2
CI,4
CD,4
Martini,1
Revel,1
Iris,1
Echo,1
Beego,1
Gin,1
Relational,3
PostgreSQL,2
MongoDB,2
ElasticSearch,2
Containerization,2
Orchestration,2
Kubernetes,3
یادگیر,1
نده,1
Node,2
KOA,1
Sails,1
Meteor,1
Adonis,1
Express,1
Nest,1
چاپخانه,1
گرافیست,2
تراکت,1
سربرگ,1
پاکت,1
ایام,1
بذکر,1
مشاهده,1
کلمه,1
سرچ,1
تلفنها,1
مشترکین,6
ES5,2
JS,4
JSX,2
Saga,2
خوانا,3
Back,3
End,3
JIRA,2
فضای­,2
همیار,1
لندینگ,1
یکتانت,1
مدیا,1
اد,1
آنالیتیکس,1
google,1
ads,1
HA,1
Loud,1
balance,1
ELK,1
Swarm,1
GitLab,1
Pipeline,1
Scripting,1
مانیتورینگ,3
TSDB,1
صف,1
پرفورمنس,4
OAUH,1
ویژگیهای,1
کوش,3
هلدینگ,2
پوشینه,1
بسپار,1
نایلون,1
ابتدای,3
اباد,1
احتیاج,1
marketing,1
plan,1
Google,2
ADS,1
analytics,1
Search,1
console,1
حائز,1
پایپ,2
نوآور,2
شادی,1
بسازد,1
ارزشمند,1
میگیریم,1
مهیا,1
استقبال,1
شرطی,1
جزو,1
آدرس,6
مقدس,1
اردبیلی,1
شادآور,4
تجریش,1
تاکسی,2
شهید,1
BRT,1
پمپ,2
بنزین,2
ولنجک,2
قسمت,1
زیباسازی,1
بنرهای,1
خوبی,1
دخالت,1
Illustrator,1
Corel,1
draw,1
پورتفولیو,1
کارحداقل,1
باروابط,1
ونک,1
دانا,1
فناوران,1
ترجبحا,1
برخورداری,4
لغایت,1
✅,7
اشنا,2
پنجره,1
ونما,1
Logikal,1
ORGADTA,1
نیاوران,1
علم,1
واجدین,4
ویندوز,3
Ado,1
Sql,1
Windows,1
Service,1
استخراج‌شده‌ی,1
دهندگان,1
فریم,1
ورک,1
lumen,1
LiveWire,1
Object,1
oriented,2
DB,1
NOSQL,1
نگه‌داری,1
کدهای,1
service,1
Microservice,3
قبلی,1
نقلی,1
فلسطین,1
طالقانی,1
فریمان,1
توامندی,1
تنش,1
بهترینو,3
مهارت‌‎ها,1
باشین,1
میبایستی,1
پنل,1
ریاضی,1
شیت,1
ترب,1
ایمالز,1
ترللو,1
STP,1
مدلهای,1
نفوذی,1
فریمیوم,1
روانی,1
سرشیرگیری,1
گرفتار,1
قیمت‌گذاری,2
مجموعه‌ای,1
گردی,1
سورسهای,1
کنجکاو,1
نمادایران,1
سیستمهای,1
افراهای,1
انبارداری,2
کارگزینی,1
اشکالات,3
ماموریتهای,1
یکم,1
تاخیر,1
شاداب,1
8صبح,2
آفریقا,1
حوالی,1
فتوشاب,1
ایلستریتور,1
کرل,1
نئوبانک,1
حصین,1
Nodejs,2
باشه,2
Nestjs,1
Kafka,1
مایکروسرویس,1
typescript,1
Postgresql,1
Multi,2
process,1
thread,1
فاندامنتال,1
امتیازی,4
می‌کنه,1
ETL,1
رزومه‌ت,1
برامون,1
وکالاهای,1
خروج,1
کالای,2
موردنیاز,1
حفاظتی,1
گزارشهای,1
مقامات,1
کدینگ,1
ERP,2
انطباق‎,1
براتون,2
داره,1
سرورپارس,2
انتخاب‌های,1
درون‌سازمانی,1
بیرونی,1
ویدیویی,2
اصالت,1
لحاظ,1
رویکردهای,1
موتورهای,1
روال,1
okr,1
ترجمه,1
سهروردی,1
نیم,1
نماز,1
یادتون,1
معیار,1
صادق,1
ومتعهد,1
روحیه‌ی,1
میتونیم,1
نظام,1
کلاس,1
کارتون,1
صبرانه,1
تون,1
آرشیت,2
AnyDesk,1
خطاها,1
نسخه,1
پذیرای,1
نو,1
تدوینگر,1
میشه,2
این,1
ستاگرام,1
فیلمبرداری,1
نیروها,1
میگیره,1
پرش,1
بازه,2
جوایز,1
جمهوری,2
مهارت‌,1
ANTD,1
Redux,4
Context,1
postman,1
bable,1
asynchronous,1
programming,1
closures,1
code,1
–,9
دندانپزشکی,1
مجزا,1
جنت,1
جنوبی,1
لاله,3
هوشمندی,1
نبوغ,1
سرشارشان,1
رفیع,1
درآمدی,2
ارج,1
نهاده,1
عزیزان,1
آوردیم,1
العاده,1
چالش,1
شکل,2
همواری,1
نمائیم,1
فاکتورهای,1
کلامی,1
انگیزشی,1
پرتو,1
باتجربه,1
رگولاتوری,1
کمپانی,1
مجوزهای,1
دارو,1
صمت,1
اتمی,1
imed,1
ttac,1
epl,1
Office,1
مسافر,1
پیروی,1
جایگزین,1
نیازمندی‌ها,1
خشم,1
Backend,1
Scrum,4
Azure,1
Devops,1
ظاهر,1
متولدین,1
1368به,1
فلکه,1
صادقیه,1
بلوار,1
آیت,1
الله,1
کاشانی,1
نبض,1
نورپردازی,1
محتواساز,1
میخوایم,1
پریمیر,1
فالوور,1
سناریو,2
ویدیوها,1
آمادئوس,1
نیرا,1
رزرواسیون,1
رزروهای,1
خونسردی,1
آرامش,1
ملاصدرا,1
vip,1
اقا,2
ثبتی,1
اموزش,2
درامد,1
قید,1
وشرط,1
بحرانی,1
جزییات,1
اپراتوری,1
باهوش,1
بردهای,1
اسم,1
مپ,1
پین,1
میزبان,2
قیطریه,1
داشد,1
‌,2
دلاری,1
بردباری,1
آزمایشگاه,1
وصمیمی,1
بنیان,1
نوین,2
برج,2
امیرکبیر,1
فروشگاهی,2
هلو,2
پوش,1
متانت,1
متاهد,1
خوش‌فکر,1
براجرای,1
کمپین‌,1
اینستاگرامی,2
به‌روز‌رسانی,1
محتوایی,1
سوشال,1
عکس,1
canva,1
inshot,1
شاخص‌‌های,1
پیج‌های,1
هشتگ,1
بهره‌گیری,1
تلفیقی,1
هشتگ‌های,1
لوناتو,1
بن‌های,1
سرو,1
دورهمی,1
گردش‌های,1
مهارتی,1
توسعه‌ی,1
استارتاپی,1
بی‌حاشیه,1
طرشت,1
سپیدآرنگ,1
احترام,3
میانگین,1
شناخته,1
صنف,1
لباس,1
فرم,1
تبلت,1
سیم,1
هنذرفیری,1
وکیف,1
ردیف,1
کالایی,1
همیشگی,1
زن,1
مرد,1
مبارک,1
رمضان,1
عید,1
نوروز,2
امانتداری,1
تعاممل,1
پتاسیل,1
باشگاه,1
نویسیc,1
net,1
پایتون,1
مصنوعی,1
زبانه,1
react,1
cssو,1
نویسیjava,1
ios,1
swift,1
object,1
cو,1
nosqlو,1
sqlها,1
کارآموز,1
امیریه,1
سرباز,2
نخبه,1
نخبگان,1
ریشه,1
مطرح,1
فناروی,1
عادی,1
نکته,1
Html5,1
ملحقات,3
Flex,3
Grid,3
System,3
markup,3
ui,5
تبحر,5
پردازنده,1
Sass,4
Js,7
Ecmascript,3
alpineJs,1
Material,4
tailwindcss,3
متدولوژی,1
نامگذاری,1
BEM,1
OOCSS,1
Figma,1
Adobe,1
XD,1
Zeplin,1
Methodology,3
ذخیره,3
Repository,3
ux,1
Seo,3
تدریس,3
Mentorship,3
کارگیری,3
دیتاسنتر,1
شوکا,1
آنکال,1
لحظه,1
CCNA,1
اکتیو,1
دایرکتوری,1
OSI,1
ITIL,1
Troubleshooting,2
خواندن,1
Next,3
State,2
Management,2
Mobex,1
hooks,1
Typescript,2
ReactJs,1
Qraphql,2
Swagger,2
Postman,4
Apollo,2
npm,5
بکارگیری,2
Clean,2
Code,2
refactoring,2
سورس,2
feature,2
mocha,2
jest,2
موبایل,2
Flutter,2
PWA,2
موتورسیکلت,1
وبررسی,1
16لغایت,1
شریعتی,1
قلهک,1
Nuxt,1
Vuex,1
VueJs,1
بیمار,1
حوصله,1
english,2
language,2
SCSS,1
my,2
Respinsive,1
framework,1
bootstrap,1
ajax,2
لپ,2
پردازی,2
اورفلو,2
stackoverflow,2
قدمی,2
laravel,1
Spring,4
Boot,1
Security,1
queuing,1
مانیتور,1
بکاپ,1
Lpic2,1
MAIL,1
Apache,1
ILO,1
Raid,1
میباشند,1
نمایند,1
گردان,1
حسابهای,1
ترمه,1
نفیس,1
شعبه,1
امام,1
حسین,1
پائیزان,1
ژلهای,1
آلیاکسین,1
پروفایلو,1
آلجنس,1
ژل,1
جوانساز,2
فیلرهای,1
پوزیشن,1
پزشک,1
فرمایند,1
شخصات,1
3سال,1
مبتدی,1
بونس,1
پیروزی,1
توسعه‌دهنده‌ی,1
Front,1
End‌ایم,1
بهتری,1
می‌دهیم,1
دیزاین,2
page,1
speed,1
SEO,1
friendly,1
SSR,1
schema,1
باapplication,1
state,1
management,1
redux,1
mobx,1
تسطل,1
فریم‌ورک,1
چالش‌پذیری,1
مهارت‌ها,1
Electron,1
Micro,1
Frontend,1
سختی,1
میدانند,1
رومــاک,2
ارتــباط,2
تـوسـعـه,2
محـصـولات,2
استـارتاپ‌هـای,2
خـود,4
نیـازمنـد,2
پیـوستـن,2
چنـد,2
فـرد,2
باتـجربـه,2
بامهـارت,2
بـالا,4
زمینـه,2
برنامه‌نویـسی,1
ReactJS,1
هستیــم,2
قابلیت‌هــای,2
مــورد,2
انتــظار,2
تسـلط,1
کامـل,1
بـه,3
مهـارت,2
موافهیم,1
sketch,1
xd,1
مهــارت,1
بـرنـامــه‌نـویـســی,1
بـا,3
Ajax,1
jQuery,1
آشنــایـی,1
JSON,1
نحــوه‌,1
ارتبــاط,1
گیــری,1
تسلــط,1
مفــاهیــم,1
آشنـا,2
webpack,1
داشتــن,1
تجــربـه,1
کـاری,1
Mapbox,1
OpenLayers,1
Chartjs,1
HighCharts,1
D3,1
مهــارت‌هــای,2
شخـصــیتــی,2
روحیــه,2
تیـمی,2
مسئـولیـت,2
پـذیـر,2
منــظـم,2
خــلاق,2
مــــزایـــا,2
محیـط,2
گـرم,2
صمیمــی,2
پـوشش,2
بیـمــه,4
تـامیـن,2
اجـتـمـاعـی,2
تـکمـیــلـی,2
پرسنـل,2
خـانـواده,2
محـترم,2
ایشـان,2
حـقـــوق,2
افــزایــشی,2
رقـابتـی,2
فعالیـت,2
شنـبــه,2
چهـارشنبـه,2
ساعـت,4
الـی,2
شنـــاور,2
دفتـر,2
کارگرشمالی,2
روبـرو,2
Microsoft,1
JWT,1
Dapper,1
EF,1
تســلط,1
انــواع,1
سرویـس‌ها,1
